-7.901459241490540464e-01,-4.567833809935797795e+00
-7.748723893480118363e-01,-4.567833809935797795e+00
-7.519620871464489653e-01,-4.544923507734233148e+00
-7.061414827433227792e-01,-4.460919066328503213e+00
-7.061414827433227792e-01,-4.453282298927981664e+00
-7.061414827433227792e-01,-4.445645531527460115e+00
-7.290517849448858723e-01,-4.491466135930585857e+00
-7.672356219474909533e-01,-4.514376438132150504e+00
-7.901459241490540464e-01,-4.522013205532670277e+00
-7.748723893480118363e-01,-4.529649972933191826e+00
-7.595988545469698483e-01,-4.529649972933191826e+00
-7.366885523454067553e-01,-4.529649972933191826e+00
-7.137782501438438842e-01,-4.529649972933191826e+00
-6.908679479422805692e-01,-4.529649972933191826e+00
-6.679576457407176981e-01,-4.529649972933191826e+00
-6.526841109396754881e-01,-4.529649972933191826e+00
-6.297738087381126171e-01,-4.529649972933191826e+00
-6.068635065365493020e-01,-4.529649972933191826e+00
-5.839532043349864310e-01,-4.529649972933191826e+00
-5.610429021334235600e-01,-4.529649972933191826e+00
-5.381325999318602449e-01,-4.529649972933191826e+00
-5.152222977302973739e-01,-4.529649972933191826e+00
-4.923119955287340588e-01,-4.529649972933191826e+00
-4.694016933271711878e-01,-4.529649972933191826e+00
-4.464913911256078727e-01,-4.529649972933191826e+00
-4.235810889240450017e-01,-4.529649972933191826e+00
-4.006707867224821307e-01,-4.529649972933191826e+00
-3.777604845209188156e-01,-4.529649972933191826e+00
-3.624869497198770496e-01,-4.529649972933191826e+00
-3.395766475183137345e-01,-4.529649972933191826e+00
-3.166663453167508635e-01,-4.529649972933191826e+00
-2.937560431151875484e-01,-4.529649972933191826e+00
-2.708457409136246774e-01,-4.529649972933191826e+00
-2.479354387120613623e-01,-4.529649972933191826e+00
-2.250251365104984913e-01,-4.529649972933191826e+00
-2.021148343089356203e-01,-4.529649972933191826e+00
-1.792045321073723052e-01,-4.529649972933191826e+00
-1.562942299058094342e-01,-4.529649972933191826e+00
-1.181103929032043531e-01,-4.522013205532670277e+00
-9.520009070164103804e-02,-4.522013205532670277e+00
-7.228978850007816703e-02,-4.522013205532670277e+00
-4.937948629851485194e-02,-4.499102903331107406e+00
-3.410595149747308596e-02,-4.499102903331107406e+00
-1.119564929590977087e-02,-4.499102903331107406e+00
-3.558881895389109928e-03,-4.506739670731628955e+00
1.935142030617420517e-02,-4.506739670731628955e+00
4.226172250773707617e-02,-4.506739670731628955e+00
6.517202470930039127e-02,-4.506739670731628955e+00
8.808232691086326227e-02,-4.506739670731628955e+00
1.109926291124265774e-01,-4.506739670731628955e+00
1.339029313139894484e-01,-4.506739670731628955e+00
1.568132335155523194e-01,-4.506739670731628955e+00
1.797235357171156345e-01,-4.506739670731628955e+00
2.026338379186785055e-01,-4.506739670731628955e+00
2.255441401202418206e-01,-4.506739670731628955e+00
2.408176749212835865e-01,-4.506739670731628955e+00
2.637279771228469016e-01,-4.506739670731628955e+00
2.866382793244097726e-01,-4.506739670731628955e+00
3.095485815259730877e-01,-4.506739670731628955e+00
3.095485815259730877e-01,-4.499102903331107406e+00
3.553691859290988297e-01,-4.506739670731628955e+00
3.782794881306621448e-01,-4.506739670731628955e+00
4.011897903322250158e-01,-4.529649972933191826e+00
4.241000925337883309e-01,-4.506739670731628955e+00
4.470103947353512019e-01,-4.506739670731628955e+00
4.851942317379562830e-01,-4.499102903331107406e+00
4.928309991384773880e-01,-4.506739670731628955e+00
5.157413013400402590e-01,-4.506739670731628955e+00
5.310148361410824691e-01,-4.506739670731628955e+00
5.539251383426453401e-01,-4.506739670731628955e+00
5.768354405442086552e-01,-4.506739670731628955e+00
5.768354405442086552e-01,-4.506739670731628955e+00
5.844722079447297602e-01,-4.506739670731628955e+00
5.921089753452508653e-01,-4.506739670731628955e+00
5.997457427457715262e-01,-4.506739670731628955e+00
6.073825101462926312e-01,-4.506739670731628955e+00
6.150192775468137363e-01,-4.506739670731628955e+00
6.226560449473348413e-01,-4.506739670731628955e+00
6.302928123478559463e-01,-4.506739670731628955e+00
6.379295797483766073e-01,-4.506739670731628955e+00
6.455663471488977123e-01,-4.506739670731628955e+00
6.532031145494188173e-01,-4.506739670731628955e+00
6.608398819499399224e-01,-4.506739670731628955e+00
6.684766493504610274e-01,-4.506739670731628955e+00
6.761134167509816884e-01,-4.506739670731628955e+00
6.837501841515027934e-01,-4.506739670731628955e+00
6.913869515520238984e-01,-4.506739670731628955e+00
6.990237189525450034e-01,-4.506739670731628955e+00
7.066604863530661085e-01,-4.506739670731628955e+00
7.142972537535867694e-01,-4.506739670731628955e+00
7.219340211541078745e-01,-4.506739670731628955e+00
7.295707885546289795e-01,-4.506739670731628955e+00
7.372075559551500845e-01,-4.506739670731628955e+00
7.448443233556711895e-01,-4.506739670731628955e+00
7.524810907561918505e-01,-4.506739670731628955e+00
7.601178581567129555e-01,-4.506739670731628955e+00
7.677546255572340606e-01,-4.506739670731628955e+00
7.753913929577551656e-01,-4.506739670731628955e+00
7.830281603582762706e-01,-4.506739670731628955e+00
7.906649277587973756e-01,-4.506739670731628955e+00
7.983016951593180366e-01,-4.506739670731628955e+00
8.059384625598391416e-01,-4.506739670731628955e+00
8.135752299603602467e-01,-4.506739670731628955e+00
8.212119973608813517e-01,-4.506739670731628955e+00
8.288487647614024567e-01,-4.506739670731628955e+00
8.364855321619231177e-01,-4.506739670731628955e+00
8.441222995624442227e-01,-4.506739670731628955e+00
8.517590669629653277e-01,-4.506739670731628955e+00
8.593958343634864327e-01,-4.506739670731628955e+00
